79.3982,60.7942
174.527,91.6241
268.178,126.687
360.289,165.619
460.283,166.683
560.248,164.033
660.247,163.599
694.664,69.7087
615.031,9.22348
560.491,93.0415
568.683,192.705
583.311,291.63
599.369,390.332
619.348,488.316
665.555,577.001
696.282,481.838
657.053,389.854
624.965,295.142
598.412,198.732
578.083,100.82
563.311,1.91707
485.641,64.9043
453.766,159.688
462.454,259.31
470.627,358.975
535.701,434.906
605.411,506.603
670.136,582.83
684.117,483.813
683.313,383.816
662.012,286.111
642.45,188.043
634.737,88.3406
583.42,2.51186
516.825,77.111
496.627,175.05
542.795,263.754
588.162,352.871
637.078,440.091
696.608,520.441
652.257,430.814
609.342,340.491
566.672,250.052
528.628,157.571
461.262,83.667
361.794,93.9736
264.542,117.254
167.965,143.193
80.8326,192.265
76.2902,292.161
80.6919,392.064
95.6362,490.941
108.944,590.052
208.898,593.092
170.721,500.666
141.099,405.154
116.537,308.218
91.0387,211.523
67.1903,114.408
54.764,213.633
64.3655,313.171
96.2935,407.937
123.699,504.109
172.239,591.538
266.947,559.437
351.346,505.801
254.906,479.358
156.384,462.229
57.7944,478.967
68.8177,578.357
166.946,597.615
266.927,595.684
355.296,548.877
430.061,482.468
330.187,477.446
231.679,494.655
140.158,534.951
56.6841,590.016
154.201,567.87
215.116,488.564
204.29,389.152
190.51,290.106
191.984,190.117
208.275,91.4529
133.872,24.6379
51.8925,81.903
56.1264,181.813
59.805,281.746
87.5599,377.817
116.395,473.569
144.993,569.393
242.172,592.976
327.425,540.708
382.577,457.291
421.614,365.226
434.705,266.086
429.252,166.235
437.188,66.5502
337.231,69.4809
237.239,70.7796
137.246,71.9329
62.0194,137.819
55.9071,237.632
60.8337,337.511
87.2684,433.953
118.22,529.043
193.846,594.469
250.989,512.404
184.255,437.929
97.0842,388.927
68.1335,484.644
50.0225,582.991
149.023,597.094
234.737,545.586
314.487,485.254
281.744,390.766
221.422,311.009
176.687,221.573
142.487,127.603
125.83,29.0001
75.3255,115.309
86.4071,214.693
106.745,312.603
145.036,404.982
182.52,497.691
210.52,593.691
298.907,546.916
327.798,451.18
245.178,394.843
167.442,331.936
72.3909,300.869
60.9345,400.21
81.2306,498.129
106.71,594.829
206.619,590.553
306.039,579.799
394.152,532.512
482.212,485.126
568.558,434.685
653.792,382.386
699.393,293.388
691.354,193.712
665.044,97.2348
627.987,4.35459
541.853,55.1586
473.256,127.921
544.066,198.531
619.679,263.974
696.898,327.512
695.357,227.524
674.2,129.788
663.458,30.3666
567.63,1.78374
545.857,99.3847
566.246,197.284
584.219,295.656
608.735,392.604
636.461,488.684
678.838,579.261
667.176,479.943
657.575,380.405
660.729,280.455
663.052,180.482
673.46,81.0247
603.864,9.21682
572.583,104.198
572.381,204.198
575.841,304.138
583.564,403.84
593.076,503.386
620.078,599.672
696.13,534.741
645.962,448.236
596.898,361.1
537.11,280.94
438.425,264.779
338.987,254.192
266.362,322.934
209.305,405.059
160.294,492.225
130.462,587.672
230.462,587.562
323.58,551.107
391.887,478.071
295.396,451.815
196.55,436.666
96.5985,433.552
77.6947,531.749
166.895,576.953
266.779,581.774
350.051,526.406
255.267,494.533
157.367,474.148
65.3929,513.401
117.094,598.999
214.493,576.338
310.349,547.85
387.914,484.733
334.054,568.989
430.165,541.371
519.775,496.986
609.131,452.093
696.437,403.33
637.16,322.793
587.931,235.75
545.87,145.026
469.946,79.9442
372.59,102.787
464.835,141.4
556.874,180.499
646.187,225.479
655.079,125.875
669.101,26.8626
569.708,15.859
517.73,101.289
548.279,196.508
577.315,292.2
611.516,386.17
648.549,479.06
688.157,570.881
691.259,470.929
692.984,370.944
676.366,272.335
664.187,173.079
663.675,73.0802
589.88,5.59434
516.225,73.2317
578.389,151.562
648.95,222.422
702.305,137.845
689.163,38.7128
593.44,9.78089
533.896,90.121
484.795,177.237
437.15,265.156
401.311,358.514
497.202,386.886
591.843,419.183
687.928,446.888
659.357,351.056
612.21,262.868
514.847,285.679
437.487,349.046
529.724,387.677
620.619,429.367
695.284,362.846
703.714,263.201
699.934,163.273
697.681,63.2983
609.843,15.5026
521.092,61.5829
441.985,122.755
528.169,173.473
615.162,222.792
703.679,269.318
680.181,172.118
663.503,73.5182
593.366,2.23869
517.176,67.009
441.699,132.608
524.261,189.03
602.237,251.638
680.218,314.24
686.369,214.429
652.265,120.424
627.489,23.5424
545.057,80.1552
485.472,160.465
554.416,232.899
627.416,301.244
702.997,235.765
698.438,135.868
695.072,35.9252
598.494,9.98597
544.588,94.2127
578.103,188.429
616.611,280.717
677.335,360.169
675.266,260.191
675.049,160.191
677.872,60.2309
589.407,13.6066
501.383,61.0602
413.012,107.863
492.425,168.637
574.286,226.072
662.101,273.911
686.366,176.9
693.303,77.1405
625.418,3.71289
545.283,63.5327
464.218,122.086
524.374,201.969
594.014,273.734
671.327,337.16
682.009,237.733
699.454,139.266
681.357,40.9172
582.593,25.2435
496.969,76.9017
428.009,149.321
520.573,187.162
612.701,226.052
699.628,176.618
678.27,78.9257
609.114,6.69367
552.286,88.9773
532.657,187.032
521.726,286.433
533.836,385.697
572.754,477.813
612.134,569.732
701.777,525.413
697.186,425.518
676.947,327.588
615.205,248.925
560.165,165.434
501.011,84.8071
401.128,79.9642
301.132,80.8111
201.359,87.5541
101.375,85.7645
90.3769,185.158
112.485,282.683
147.033,376.526
184.926,469.069
238.909,553.246
338.665,560.232
438.644,562.255
