411.068,484.977
411.203,484.931
411.406,484.864
411.677,484.776
412.015,484.668
412.421,484.541
412.895,484.396
413.436,484.233
414.046,484.053
414.722,483.856
415.467,483.644
416.279,483.417
417.159,483.176
418.106,482.92
419.122,482.652
420.204,482.37
421.355,482.077
422.573,481.772
423.859,481.456
425.213,481.129
426.634,480.792
428.123,480.445
429.68,480.089
431.304,479.724
432.996,479.35
434.756,478.968
436.583,478.579
438.477,478.182
440.434,477.778
442.453,477.367
444.531,476.95
446.666,476.527
448.856,476.098
451.099,475.663
453.393,475.223
455.736,474.778
458.126,474.328
460.562,473.873
463.041,473.415
465.563,472.952
468.125,472.485
470.727,472.014
473.366,471.54
476.042,471.063
478.752,470.582
481.497,470.099
484.273,469.612
487.082,469.123
489.92,468.632
492.787,468.138
495.682,467.642
498.604,467.143
501.552,466.643
504.525,466.141
507.522,465.638
510.543,465.133
513.585,464.626
516.65,464.118
519.734,463.609
522.839,463.099
525.964,462.587
529.106,462.075
532.267,461.562
535.444,461.049
538.639,460.535
541.849,460.02
545.075,459.505
548.315,458.99
551.57,458.474
554.839,457.959
558.121,457.443
561.416,456.928
564.723,456.413
568.042,455.898
571.373,455.384
574.714,454.87
578.067,454.357
581.43,453.846
584.76,453.261
588.059,452.604
591.327,451.878
594.563,451.084
597.769,450.223
600.943,449.297
604.086,448.308
607.199,447.257
610.281,446.146
613.333,444.975
616.354,443.747
619.346,442.462
622.307,441.123
625.238,439.729
628.14,438.282
631.011,436.784
633.853,435.236
636.665,433.639
639.447,431.993
642.2,430.3
644.922,428.56
647.615,426.776
650.278,424.947
652.912,423.075
655.515,421.161
658.088,419.205
660.631,417.208
663.144,415.171
665.626,413.095
668.078,410.98
670.498,408.827
672.888,406.638
675.246,404.412
677.573,402.15
679.867,399.853
682.129,397.522
684.358,395.156
686.553,392.758
688.714,390.326
690.841,387.861
692.932,385.365
694.987,382.837
697.005,380.278
698.984,377.689
700.924,375.069
702.824,372.419
704.682,369.74
706.496,367.032
708.264,364.296
709.984,361.531
711.654,358.739
713.272,355.928
714.84,353.1
716.358,350.254
717.827,347.392
719.248,344.514
720.621,341.62
721.947,338.711
723.227,335.788
724.461,332.85
725.65,329.899
726.794,326.936
727.894,323.96
728.95,320.971
729.963,317.972
730.934,314.961
731.862,311.94
732.747,308.909
733.591,305.868
734.393,302.817
735.154,299.759
735.874,296.691
736.554,293.617
737.192,290.534
737.789,287.445
738.346,284.349
738.863,281.248
739.338,278.141
739.773,275.029
740.167,271.913
740.519,268.792
740.83,265.669
741.099,262.542
741.326,259.414
741.51,256.284
741.65,253.154
741.746,250.024
741.796,246.895
741.8,243.767
741.756,240.644
741.663,237.524
741.502,234.407
741.273,231.293
740.979,228.182
740.622,225.075
740.202,221.972
739.721,218.874
739.181,215.78
738.583,212.692
737.927,209.61
737.217,206.535
736.452,203.465
735.634,200.403
734.765,197.348
733.844,194.301
732.875,191.262
731.856,188.231
730.79,185.209
729.677,182.196
728.519,179.192
727.316,176.197
726.069,173.213
724.779,170.239
723.448,167.275
722.074,164.323
720.661,161.381
719.207,158.451
717.714,155.533
716.183,152.627
714.613,149.733
713.007,146.853
711.363,143.985
709.684,141.131
707.969,138.291
706.218,135.466
704.433,132.655
702.614,129.859
700.76,127.079
698.873,124.315
696.952,121.568
694.998,118.838
693.012,116.126
690.992,113.433
688.94,110.759
686.856,108.105
684.739,105.472
682.589,102.861
680.407,100.274
678.192,97.7105
675.944,95.1732
673.663,92.6635
671.348,90.1834
668.996,87.7577
666.61,85.3865
664.19,83.0698
661.738,80.8075
659.254,78.5997
656.74,76.4463
654.197,74.3474
651.626,72.303
649.027,70.313
646.402,68.3775
643.753,66.4964
641.079,64.6699
638.381,62.8977
635.662,61.1801
632.92,59.5169
630.158,57.9081
627.377,56.3539
624.576,54.854
621.756,53.4087
618.919,52.0178
616.066,50.6814
613.196,49.3994
610.311,48.1719
607.411,46.9989
604.498,45.8803
601.57,44.8162
598.631,43.8066
595.679,42.8514
592.715,41.9507
589.741,41.1036
586.756,40.3092
583.761,39.5666
580.758,38.8748
577.745,38.2328
574.724,37.64
571.696,37.0953
568.661,36.5981
565.619,36.1475
562.571,35.7428
559.517,35.3833
556.458,35.0683
553.394,34.7972
550.325,34.5693
547.253,34.384
544.178,34.2408
541.099,34.1392
538.018,34.0785
534.935,34.0583
531.85,34.0783
528.764,34.1379
525.677,34.2368
522.59,34.3746
519.503,34.5509
516.416,34.7656
513.33,35.0183
510.246,35.3088
507.163,35.637
504.083,36.0027
501.005,36.4057
497.931,36.8461
494.861,37.3238
491.795,37.8389
488.734,38.3915
485.679,38.9817
482.63,39.6097
479.588,40.276
476.555,40.9808
473.529,41.7247
470.514,42.5081
467.51,43.3319
464.517,44.1969
461.539,45.1041
458.545,46.0006
455.536,46.8867
452.514,47.7626
449.478,48.6286
446.429,49.4849
443.368,50.3316
440.294,51.169
437.209,51.9972
434.112,52.8166
431.005,53.6272
427.887,54.4293
424.758,55.223
421.62,56.0085
418.473,56.786
415.316,57.5556
412.151,58.3176
408.977,59.0719
405.795,59.8189
402.605,60.5586
399.407,61.2912
396.202,62.0169
392.989,62.7357
389.77,63.4478
386.544,64.1533
383.312,64.8523
380.074,65.545
376.829,66.2314
373.579,66.9118
370.323,67.586
367.061,68.2544
363.795,68.9169
360.523,69.5738
357.246,70.2249
353.965,70.8706
350.679,71.5107
347.389,72.1455
344.095,72.7749
340.796,73.3992
337.493,74.0182
334.187,74.6322
330.876,75.2411
